permit_number,address,type,value,issued_date,status
SA251110038,7850 San Pedro Ave,REMODEL,373620,2025-10-23,ISSUED
SA251110039,3906 San Pedro Ave,ADDITION,356976,2025-10-23,ISSUED
SA251110040,8014 Commerce St,ADDITION,397691,2025-09-18,ISSUED
SA251110041,6220 San Pedro Ave,REMODEL,249298,2025-09-05,ISSUED
SA251110042,5622 Houston St,NEW CONSTRUCTION,227915,2025-11-11,ISSUED
SA251110043,1537 Houston St,NEW CONSTRUCTION,205212,2025-10-18,ISSUED
SA251110044,9943 Commerce St,REMODEL,195634,2025-11-29,ISSUED
SA251110045,6011 Houston St,REMODEL,305917,2025-10-06,ISSUED
SA251110046,3051 Houston St,REMODEL,84829,2025-10-29,ISSUED
SA251110047,4907 Houston St,NEW CONSTRUCTION,445593,2025-11-29,ISSUED
SA251110048,8422 Broadway,ADDITION,465841,2025-09-27,ISSUED
SA251110049,8980 San Pedro Ave,ADDITION,208867,2025-09-04,ISSUED
SA251110050,3495 Houston St,ADDITION,296345,2025-09-07,ISSUED
SA251110051,8245 Houston St,REMODEL,425696,2025-09-04,ISSUED
SA251110052,5010 Commerce St,ADDITION,452147,2025-10-14,ISSUED
SA251110053,5570 Houston St,ADDITION,183911,2025-10-23,ISSUED
SA251110054,3704 Broadway,ADDITION,429517,2025-09-27,ISSUED
SA251110055,5964 San Pedro Ave,NEW CONSTRUCTION,415135,2025-10-12,ISSUED
SA251110056,9643 San Pedro Ave,NEW CONSTRUCTION,176717,2025-10-14,ISSUED
SA251110057,2237 Houston St,ADDITION,451407,2025-11-26,ISSUED
SA251110058,3390 Broadway,NEW CONSTRUCTION,180024,2025-10-17,ISSUED
SA251110059,7987 San Pedro Ave,ADDITION,437478,2025-11-07,ISSUED
SA251110060,2676 Broadway,REMODEL,380502,2025-10-08,ISSUED
SA251110061,1273 San Pedro Ave,NEW CONSTRUCTION,203479,2025-10-23,ISSUED
SA251110062,6653 Commerce St,REMODEL,475435,2025-09-15,ISSUED
SA251110063,8463 Broadway,NEW CONSTRUCTION,106785,2025-11-05,ISSUED
SA251110064,9581 Commerce St,NEW CONSTRUCTION,159109,2025-10-24,ISSUED
SA251110065,7351 Broadway,REMODEL,273454,2025-09-14,ISSUED
SA251110066,2900 San Pedro Ave,NEW CONSTRUCTION,320816,2025-11-05,ISSUED
SA251110067,3021 Commerce St,ADDITION,55218,2025-10-18,ISSUED
SA251110068,6330 Houston St,ADDITION,439733,2025-10-09,ISSUED
SA251110069,6681 Houston St,NEW CONSTRUCTION,435223,2025-10-27,ISSUED
SA251110070,3511 San Pedro Ave,NEW CONSTRUCTION,447709,2025-11-14,ISSUED
SA251110071,5570 Broadway,NEW CONSTRUCTION,357288,2025-11-03,ISSUED
SA251110072,1748 San Pedro Ave,NEW CONSTRUCTION,438730,2025-09-20,ISSUED
SA251110073,6094 Commerce St,REMODEL,124839,2025-11-08,ISSUED
SA251110074,4013 Broadway,REMODEL,98395,2025-10-04,ISSUED
SA251110075,892 San Pedro Ave,REMODEL,178975,2025-10-22,ISSUED
SA251110076,359 San Pedro Ave,NEW CONSTRUCTION,63912,2025-11-29,ISSUED
SA251110077,995 Commerce St,REMODEL,125290,2025-09-10,ISSUED
SA251110078,2199 San Pedro Ave,ADDITION,228337,2025-10-19,ISSUED
SA251110079,4505 San Pedro Ave,NEW CONSTRUCTION,166306,2025-10-04,ISSUED
SA251110080,3581 Broadway,NEW CONSTRUCTION,232104,2025-10-18,ISSUED
SA251110081,2487 Houston St,NEW CONSTRUCTION,336589,2025-11-15,ISSUED
SA251110082,275 Commerce St,ADDITION,263889,2025-10-17,ISSUED
SA251110083,9819 Houston St,REMODEL,240345,2025-11-16,ISSUED
SA251110084,5529 Broadway,REMODEL,414025,2025-10-31,ISSUED
SA251110085,3778 San Pedro Ave,ADDITION,305673,2025-08-31,ISSUED
SA251110086,9269 San Pedro Ave,ADDITION,398656,2025-09-17,ISSUED
SA251110087,5669 Broadway,ADDITION,83657,2025-10-14,ISSUED
SA251110088,1130 Broadway,ADDITION,234624,2025-11-12,ISSUED
SA251110089,9790 San Pedro Ave,ADDITION,128931,2025-10-04,ISSUED
SA251110090,5402 Commerce St,REMODEL,89314,2025-10-02,ISSUED
SA251110091,488 Houston St,NEW CONSTRUCTION,183350,2025-09-08,ISSUED
SA251110092,9985 San Pedro Ave,NEW CONSTRUCTION,382735,2025-10-11,ISSUED
SA251110093,2403 San Pedro Ave,NEW CONSTRUCTION,215820,2025-11-04,ISSUED
SA251110094,3174 Commerce St,NEW CONSTRUCTION,304745,2025-09-17,ISSUED
SA251110095,1570 Houston St,REMODEL,188071,2025-10-24,ISSUED
SA251110096,1058 Broadway,ADDITION,72543,2025-11-11,ISSUED
SA251110097,1069 Commerce St,ADDITION,199897,2025-09-15,ISSUED
SA251110098,8109 Broadway,ADDITION,268291,2025-09-18,ISSUED
SA251110099,3182 San Pedro Ave,REMODEL,399842,2025-10-19,ISSUED
SA251110100,2169 San Pedro Ave,REMODEL,50857,2025-10-11,ISSUED
SA251110101,4518 San Pedro Ave,REMODEL,66379,2025-10-03,ISSUED
SA251110102,2974 Houston St,NEW CONSTRUCTION,74547,2025-11-06,ISSUED
SA251110103,4502 Broadway,NEW CONSTRUCTION,435965,2025-10-24,ISSUED
SA251110104,6729 San Pedro Ave,REMODEL,280598,2025-09-11,ISSUED
SA251110105,7907 Houston St,REMODEL,280278,2025-10-09,ISSUED
SA251110106,9469 Broadway,REMODEL,94465,2025-10-18,ISSUED
SA251110107,7889 San Pedro Ave,ADDITION,427281,2025-09-19,ISSUED
SA251110108,7172 Houston St,REMODEL,65302,2025-09-19,ISSUED
SA251110109,210 Houston St,NEW CONSTRUCTION,399947,2025-11-16,ISSUED
SA251110110,7948 Houston St,NEW CONSTRUCTION,188946,2025-11-08,ISSUED
SA251110111,1401 Commerce St,NEW CONSTRUCTION,237065,2025-11-21,ISSUED
SA251110112,129 Houston St,ADDITION,409125,2025-10-21,ISSUED
SA251110113,6431 Commerce St,ADDITION,176586,2025-10-02,ISSUED
SA251110114,5962 Commerce St,REMODEL,122906,2025-11-24,ISSUED
SA251110115,5413 Commerce St,NEW CONSTRUCTION,430990,2025-09-13,ISSUED
SA251110116,3978 Broadway,NEW CONSTRUCTION,231823,2025-09-23,ISSUED
SA251110117,436 San Pedro Ave,ADDITION,385889,2025-10-13,ISSUED
SA251110118,6326 Houston St,ADDITION,56966,2025-10-25,ISSUED
SA251110119,253 Houston St,REMODEL,172405,2025-09-25,ISSUED
SA251110120,2215 San Pedro Ave,REMODEL,146219,2025-10-30,ISSUED
SA251110121,4605 San Pedro Ave,REMODEL,81902,2025-11-25,ISSUED
SA251110122,9452 Commerce St,REMODEL,378320,2025-10-18,ISSUED
SA251110123,6837 Houston St,NEW CONSTRUCTION,170721,2025-10-12,ISSUED
SA251110124,5571 Houston St,REMODEL,72341,2025-11-15,ISSUED
SA251110125,9222 San Pedro Ave,NEW CONSTRUCTION,475553,2025-09-03,ISSUED
SA251110126,1820 Houston St,ADDITION,300567,2025-09-13,ISSUED
SA251110127,4552 San Pedro Ave,NEW CONSTRUCTION,87497,2025-11-03,ISSUED
SA251110128,1504 San Pedro Ave,ADDITION,91536,2025-11-23,ISSUED
SA251110129,7554 Broadway,NEW CONSTRUCTION,432507,2025-11-16,ISSUED
SA251110130,1667 Broadway,ADDITION,100996,2025-09-01,ISSUED
SA251110131,4718 Houston St,REMODEL,371652,2025-09-09,ISSUED
SA251110132,6947 Houston St,NEW CONSTRUCTION,342384,2025-09-12,ISSUED
SA251110133,4946 Commerce St,REMODEL,313078,2025-09-22,ISSUED
SA251110134,8909 Commerce St,ADDITION,435802,2025-09-22,ISSUED
SA251110135,7184 Commerce St,NEW CONSTRUCTION,82076,2025-09-30,ISSUED
SA251110136,7989 Commerce St,NEW CONSTRUCTION,482862,2025-11-21,ISSUED
SA251110137,3241 Broadway,ADDITION,276695,2025-09-26,ISSUED
SA251110138,3715 Broadway,REMODEL,450323,2025-11-24,ISSUED
SA251110139,8200 Broadway,NEW CONSTRUCTION,321353,2025-10-18,ISSUED
SA251110140,7000 Commerce St,REMODEL,284742,2025-09-05,ISSUED
SA251110141,5737 San Pedro Ave,REMODEL,362416,2025-10-07,ISSUED
SA251110142,415 Commerce St,REMODEL,145088,2025-10-20,ISSUED
SA251110143,501 San Pedro Ave,REMODEL,356166,2025-10-05,ISSUED
SA251110144,4347 San Pedro Ave,ADDITION,425621,2025-10-12,ISSUED
SA251110145,8674 San Pedro Ave,NEW CONSTRUCTION,334818,2025-11-04,ISSUED
SA251110146,4202 Commerce St,REMODEL,419437,2025-09-26,ISSUED
SA251110147,6569 Houston St,ADDITION,353552,2025-09-04,ISSUED
SA251110148,6338 Commerce St,NEW CONSTRUCTION,175903,2025-11-10,ISSUED
SA251110149,2012 Houston St,REMODEL,322270,2025-10-06,ISSUED
SA251110150,8078 San Pedro Ave,ADDITION,453496,2025-09-09,ISSUED
SA251110151,6709 Houston St,NEW CONSTRUCTION,375499,2025-11-10,ISSUED
SA251110152,8997 Houston St,ADDITION,461197,2025-09-22,ISSUED
SA251110153,9510 Broadway,REMODEL,420541,2025-11-11,ISSUED
SA251110154,5396 Houston St,REMODEL,209465,2025-11-13,ISSUED
SA251110155,9309 Broadway,REMODEL,107252,2025-09-06,ISSUED
SA251110156,102 San Pedro Ave,ADDITION,278814,2025-11-26,ISSUED
SA251110157,7749 Houston St,ADDITION,130061,2025-10-06,ISSUED
SA251110158,2682 Commerce St,NEW CONSTRUCTION,96076,2025-09-16,ISSUED
SA251110159,6046 Broadway,NEW CONSTRUCTION,61322,2025-09-02,ISSUED
SA251110160,8605 San Pedro Ave,ADDITION,118335,2025-11-16,ISSUED
SA251110161,9651 Broadway,ADDITION,315591,2025-09-09,ISSUED
SA251110162,861 San Pedro Ave,REMODEL,186916,2025-09-09,ISSUED
SA251110163,6668 Commerce St,ADDITION,177400,2025-11-06,ISSUED
SA251110164,2619 Broadway,REMODEL,328294,2025-09-08,ISSUED
SA251110165,9928 Broadway,REMODEL,277775,2025-10-22,ISSUED
SA251110166,699 San Pedro Ave,REMODEL,72240,2025-09-10,ISSUED
SA251110167,5231 Houston St,ADDITION,495335,2025-11-01,ISSUED
SA251110168,7815 Houston St,REMODEL,282242,2025-09-08,ISSUED
SA251110169,3317 Broadway,ADDITION,164078,2025-09-22,ISSUED
SA251110170,8183 Houston St,REMODEL,339164,2025-11-21,ISSUED
SA251110171,6158 Commerce St,NEW CONSTRUCTION,378986,2025-09-04,ISSUED
SA251110172,8326 Broadway,ADDITION,386481,2025-09-03,ISSUED
SA251110173,6646 Broadway,NEW CONSTRUCTION,389209,2025-09-30,ISSUED
SA251110174,9113 Houston St,ADDITION,140342,2025-11-06,ISSUED
SA251110175,3889 Broadway,REMODEL,50267,2025-11-07,ISSUED
SA251110176,1507 Houston St,REMODEL,439197,2025-11-13,ISSUED
SA251110177,8422 San Pedro Ave,REMODEL,212682,2025-09-28,ISSUED
SA251110178,9246 San Pedro Ave,NEW CONSTRUCTION,454448,2025-11-21,ISSUED
SA251110179,2089 Houston St,REMODEL,275961,2025-11-01,ISSUED
SA251110180,4742 Commerce St,REMODEL,328811,2025-09-08,ISSUED
SA251110181,4608 San Pedro Ave,ADDITION,186438,2025-09-19,ISSUED
SA251110182,6536 San Pedro Ave,ADDITION,223719,2025-10-24,ISSUED
SA251110183,5738 Houston St,REMODEL,499435,2025-09-29,ISSUED
SA251110184,9046 Houston St,ADDITION,64824,2025-10-24,ISSUED
SA251110185,2194 San Pedro Ave,ADDITION,63283,2025-11-05,ISSUED
SA251110186,5537 Broadway,ADDITION,438638,2025-09-05,ISSUED
SA251110187,2088 San Pedro Ave,ADDITION,242767,2025-09-28,ISSUED
SA251110188,1885 Commerce St,NEW CONSTRUCTION,429612,2025-11-05,ISSUED
SA251110189,1731 Houston St,ADDITION,328749,2025-10-03,ISSUED
SA251110190,5356 Houston St,NEW CONSTRUCTION,106543,2025-11-13,ISSUED
SA251110191,3156 Broadway,NEW CONSTRUCTION,497245,2025-09-17,ISSUED
SA251110192,5784 Houston St,NEW CONSTRUCTION,82983,2025-10-09,ISSUED
SA251110193,4798 Commerce St,ADDITION,156839,2025-10-12,ISSUED
SA251110194,3125 Houston St,NEW CONSTRUCTION,58482,2025-11-06,ISSUED
SA251110195,9625 Houston St,REMODEL,219757,2025-11-23,ISSUED
SA251110196,5288 Houston St,ADDITION,271751,2025-09-24,ISSUED
SA251110197,2086 San Pedro Ave,ADDITION,279357,2025-09-07,ISSUED
SA251110198,8569 Houston St,REMODEL,320761,2025-09-06,ISSUED
SA251110199,2506 San Pedro Ave,REMODEL,470933,2025-10-12,ISSUED
SA251110200,9913 San Pedro Ave,REMODEL,335907,2025-09-16,ISSUED
SA251110201,291 Commerce St,ADDITION,231711,2025-10-13,ISSUED
SA251110202,9102 Commerce St,REMODEL,323132,2025-10-19,ISSUED
SA251110203,3753 Broadway,ADDITION,75013,2025-10-08,ISSUED
SA251110204,2542 Commerce St,ADDITION,186264,2025-11-20,ISSUED
SA251110205,4948 Broadway,NEW CONSTRUCTION,489147,2025-10-25,ISSUED
SA251110206,1621 Broadway,REMODEL,355303,2025-11-21,ISSUED
SA251110207,2568 Houston St,ADDITION,153130,2025-09-21,ISSUED
SA251110208,5771 Broadway,REMODEL,60583,2025-10-12,ISSUED
SA251110209,1127 Commerce St,NEW CONSTRUCTION,106417,2025-11-12,ISSUED
SA251110210,8516 Broadway,ADDITION,174789,2025-10-09,ISSUED
SA251110211,3345 Commerce St,NEW CONSTRUCTION,437995,2025-10-26,ISSUED
SA251110212,1446 Broadway,REMODEL,377376,2025-10-13,ISSUED
SA251110213,6254 Commerce St,REMODEL,220389,2025-11-13,ISSUED
SA251110214,6034 Commerce St,ADDITION,65018,2025-09-20,ISSUED
SA251110215,7412 Houston St,REMODEL,453895,2025-09-29,ISSUED
SA251110216,1966 San Pedro Ave,ADDITION,137882,2025-09-05,ISSUED
SA251110217,9220 Broadway,REMODEL,491131,2025-09-05,ISSUED
SA251110218,9283 Houston St,NEW CONSTRUCTION,499604,2025-09-19,ISSUED
SA251110219,6032 San Pedro Ave,REMODEL,492200,2025-11-11,ISSUED
SA251110220,2636 San Pedro Ave,ADDITION,312758,2025-11-10,ISSUED
SA251110221,8447 San Pedro Ave,REMODEL,64377,2025-10-28,ISSUED
SA251110222,4853 Houston St,ADDITION,473448,2025-08-31,ISSUED
SA251110223,7089 Commerce St,ADDITION,398536,2025-09-27,ISSUED
SA251110224,3594 Commerce St,NEW CONSTRUCTION,180379,2025-09-07,ISSUED
SA251110225,8882 San Pedro Ave,NEW CONSTRUCTION,387281,2025-11-06,ISSUED
SA251110226,8372 San Pedro Ave,NEW CONSTRUCTION,429055,2025-10-19,ISSUED
SA251110227,7747 Broadway,ADDITION,442186,2025-11-13,ISSUED
SA251110228,3269 Houston St,REMODEL,115022,2025-10-24,ISSUED
SA251110229,9754 San Pedro Ave,REMODEL,177910,2025-10-05,ISSUED
SA251110230,2140 San Pedro Ave,NEW CONSTRUCTION,88241,2025-10-08,ISSUED
SA251110231,2222 Broadway,NEW CONSTRUCTION,101288,2025-09-25,ISSUED
SA251110232,9994 Broadway,ADDITION,55421,2025-10-21,ISSUED
SA251110233,6386 San Pedro Ave,REMODEL,98316,2025-09-22,ISSUED
SA251110234,521 San Pedro Ave,ADDITION,345118,2025-10-30,ISSUED
SA251110235,5698 Commerce St,REMODEL,374208,2025-09-27,ISSUED
SA251110236,5965 Houston St,ADDITION,458911,2025-11-29,ISSUED
SA251110237,9973 Houston St,ADDITION,84864,2025-10-27,ISSUED
SA251110238,1840 San Pedro Ave,ADDITION,109154,2025-09-08,ISSUED
SA251110239,2760 Commerce St,REMODEL,364408,2025-10-25,ISSUED
SA251110240,6020 Houston St,ADDITION,271713,2025-09-16,ISSUED
SA251110241,4048 San Pedro Ave,ADDITION,438304,2025-09-29,ISSUED
SA251110242,8103 Houston St,ADDITION,303532,2025-09-16,ISSUED
SA251110243,6460 Broadway,REMODEL,166764,2025-11-28,ISSUED
SA251110244,7324 Houston St,REMODEL,331070,2025-10-16,ISSUED
SA251110245,398 San Pedro Ave,ADDITION,410057,2025-09-08,ISSUED
SA251110246,3001 San Pedro Ave,NEW CONSTRUCTION,123008,2025-09-11,ISSUED
SA251110247,2854 Broadway,REMODEL,254814,2025-10-02,ISSUED
SA251110248,1987 San Pedro Ave,REMODEL,364118,2025-09-06,ISSUED
SA251110249,4341 San Pedro Ave,ADDITION,277138,2025-09-02,ISSUED
SA251110250,7916 Commerce St,NEW CONSTRUCTION,195691,2025-10-14,ISSUED
SA251110251,9751 Broadway,REMODEL,134800,2025-10-10,ISSUED
SA251110252,8784 Broadway,ADDITION,209310,2025-10-09,ISSUED
SA251110253,4472 San Pedro Ave,NEW CONSTRUCTION,81985,2025-11-17,ISSUED
SA251110254,9983 Commerce St,NEW CONSTRUCTION,296245,2025-11-07,ISSUED
SA251110255,5286 San Pedro Ave,REMODEL,414280,2025-09-11,ISSUED
SA251110256,5558 San Pedro Ave,REMODEL,448255,2025-10-15,ISSUED
SA251110257,8153 Houston St,REMODEL,248820,2025-11-02,ISSUED
SA251110258,5430 Broadway,ADDITION,445168,2025-10-17,ISSUED
SA251110259,2138 San Pedro Ave,ADDITION,171135,2025-09-20,ISSUED
SA251110260,2063 Houston St,ADDITION,278609,2025-09-08,ISSUED
SA251110261,8616 Commerce St,REMODEL,408910,2025-09-29,ISSUED
SA251110262,787 Broadway,ADDITION,369973,2025-10-13,ISSUED
SA251110263,5243 Houston St,REMODEL,478502,2025-09-30,ISSUED
SA251110264,8805 Broadway,REMODEL,301276,2025-09-03,ISSUED
SA251110265,4878 Broadway,REMODEL,289802,2025-11-28,ISSUED
SA251110266,5708 Commerce St,NEW CONSTRUCTION,132033,2025-11-19,ISSUED
SA251110267,401 Commerce St,REMODEL,398364,2025-11-07,ISSUED
SA251110268,6346 Commerce St,REMODEL,357640,2025-10-05,ISSUED
SA251110269,7399 San Pedro Ave,REMODEL,364878,2025-11-05,ISSUED
SA251110270,5350 Commerce St,REMODEL,337554,2025-09-01,ISSUED
SA251110271,7849 San Pedro Ave,NEW CONSTRUCTION,98844,2025-09-12,ISSUED
SA251110272,9414 San Pedro Ave,NEW CONSTRUCTION,292547,2025-10-29,ISSUED
SA251110273,3314 Houston St,ADDITION,220598,2025-09-27,ISSUED
SA251110274,1921 San Pedro Ave,REMODEL,495019,2025-11-07,ISSUED
SA251110275,7681 Commerce St,ADDITION,405095,2025-10-30,ISSUED
SA251110276,5084 Commerce St,REMODEL,277695,2025-11-23,ISSUED
SA251110277,9256 San Pedro Ave,NEW CONSTRUCTION,260115,2025-10-24,ISSUED
SA251110278,467 San Pedro Ave,REMODEL,371233,2025-10-03,ISSUED
SA251110279,4082 San Pedro Ave,ADDITION,247222,2025-09-18,ISSUED
SA251110280,6848 Houston St,NEW CONSTRUCTION,135332,2025-09-14,ISSUED
SA251110281,5249 Broadway,REMODEL,362226,2025-10-16,ISSUED
SA251110282,909 Houston St,ADDITION,240848,2025-09-13,ISSUED
SA251110283,7223 Houston St,NEW CONSTRUCTION,131073,2025-10-17,ISSUED
SA251110284,6886 Commerce St,REMODEL,293735,2025-11-19,ISSUED
SA251110285,2515 Commerce St,REMODEL,490202,2025-11-19,ISSUED
SA251110286,8381 Broadway,REMODEL,304677,2025-11-21,ISSUED
SA251110287,7433 Broadway,ADDITION,385381,2025-09-17,ISSUED
SA251110288,4530 San Pedro Ave,NEW CONSTRUCTION,263744,2025-10-22,ISSUED
SA251110289,8366 Broadway,REMODEL,77924,2025-10-11,ISSUED
SA251110290,4411 San Pedro Ave,REMODEL,379478,2025-10-27,ISSUED
SA251110291,3031 Commerce St,NEW CONSTRUCTION,419233,2025-10-14,ISSUED
SA251110292,216 Broadway,REMODEL,67702,2025-11-05,ISSUED
SA251110293,8668 Houston St,REMODEL,404015,2025-10-08,ISSUED
SA251110294,7832 Commerce St,REMODEL,452371,2025-10-08,ISSUED
SA251110295,284 Houston St,NEW CONSTRUCTION,79237,2025-10-31,ISSUED
SA251110296,6688 Broadway,REMODEL,250341,2025-09-21,ISSUED
SA251110297,9217 Houston St,ADDITION,460223,2025-11-02,ISSUED
SA251110298,5350 Commerce St,NEW CONSTRUCTION,175827,2025-10-13,ISSUED
SA251110299,3207 San Pedro Ave,REMODEL,136585,2025-10-08,ISSUED
SA251110300,9892 Commerce St,NEW CONSTRUCTION,82462,2025-10-04,ISSUED
SA251110301,5735 Commerce St,ADDITION,78075,2025-11-10,ISSUED
SA251110302,7043 Houston St,REMODEL,416446,2025-09-23,ISSUED
SA251110303,2897 San Pedro Ave,NEW CONSTRUCTION,277560,2025-09-09,ISSUED
SA251110304,7458 Broadway,NEW CONSTRUCTION,211470,2025-09-02,ISSUED
SA251110305,6475 Houston St,NEW CONSTRUCTION,205432,2025-09-24,ISSUED
SA251110306,5913 Commerce St,NEW CONSTRUCTION,151495,2025-09-02,ISSUED
SA251110307,3666 San Pedro Ave,ADDITION,441742,2025-10-30,ISSUED
SA251110308,4670 Commerce St,NEW CONSTRUCTION,278827,2025-09-09,ISSUED
SA251110309,5019 Commerce St,NEW CONSTRUCTION,127229,2025-11-01,ISSUED
SA251110310,3472 Commerce St,REMODEL,348127,2025-10-30,ISSUED
SA251110311,4365 Houston St,REMODEL,264393,2025-11-09,ISSUED
SA251110312,7341 San Pedro Ave,REMODEL,313250,2025-10-13,ISSUED
SA251110313,9947 Broadway,NEW CONSTRUCTION,104674,2025-11-27,ISSUED
SA251110314,7902 Houston St,NEW CONSTRUCTION,334935,2025-10-30,ISSUED
SA251110315,1807 Houston St,NEW CONSTRUCTION,453504,2025-11-08,ISSUED
SA251110316,3849 San Pedro Ave,ADDITION,331458,2025-10-24,ISSUED
SA251110317,5307 Broadway,REMODEL,329452,2025-09-18,ISSUED
SA251110318,5152 Commerce St,REMODEL,248850,2025-09-12,ISSUED
SA251110319,8518 Broadway,NEW CONSTRUCTION,399061,2025-11-22,ISSUED
SA251110320,9696 Commerce St,NEW CONSTRUCTION,127669,2025-10-09,ISSUED
SA251110321,3646 Commerce St,ADDITION,75162,2025-10-19,ISSUED
SA251110322,7739 San Pedro Ave,NEW CONSTRUCTION,92016,2025-10-29,ISSUED
SA251110323,345 San Pedro Ave,NEW CONSTRUCTION,196659,2025-11-11,ISSUED
SA251110324,9929 Houston St,REMODEL,212705,2025-11-24,ISSUED
SA251110325,8415 San Pedro Ave,NEW CONSTRUCTION,99473,2025-09-08,ISSUED
SA251110326,7227 Commerce St,REMODEL,198708,2025-11-07,ISSUED
SA251110327,2372 Broadway,REMODEL,443955,2025-10-31,ISSUED
SA251110328,8041 Houston St,ADDITION,438375,2025-09-08,ISSUED
SA251110329,2473 Commerce St,ADDITION,395355,2025-09-27,ISSUED
SA251110330,8092 Houston St,REMODEL,131076,2025-10-31,ISSUED
SA251110331,6968 Broadway,NEW CONSTRUCTION,205269,2025-10-11,ISSUED
SA251110332,5038 Commerce St,NEW CONSTRUCTION,255762,2025-10-02,ISSUED
SA251110333,3876 San Pedro Ave,ADDITION,263032,2025-10-15,ISSUED
SA251110334,1579 Broadway,ADDITION,187315,2025-08-31,ISSUED
SA251110335,9698 San Pedro Ave,REMODEL,470605,2025-09-19,ISSUED
SA251110336,3378 Commerce St,NEW CONSTRUCTION,80769,2025-10-02,ISSUED
SA251110337,6295 San Pedro Ave,REMODEL,494572,2025-09-01,ISSUED
SA251110338,1965 Houston St,REMODEL,126998,2025-09-29,ISSUED
SA251110339,351 Commerce St,NEW CONSTRUCTION,394727,2025-09-26,ISSUED
SA251110340,4615 Broadway,NEW CONSTRUCTION,63908,2025-09-02,ISSUED
SA251110341,8901 San Pedro Ave,NEW CONSTRUCTION,309483,2025-11-05,ISSUED
SA251110342,2782 Houston St,NEW CONSTRUCTION,430656,2025-09-03,ISSUED
SA251110343,9679 San Pedro Ave,REMODEL,70709,2025-09-16,ISSUED
SA251110344,5487 Houston St,REMODEL,416606,2025-10-01,ISSUED
SA251110345,2230 Commerce St,ADDITION,301756,2025-09-12,ISSUED
SA251110346,4824 San Pedro Ave,REMODEL,182075,2025-11-19,ISSUED
SA251110347,5582 Commerce St,REMODEL,421841,2025-09-25,ISSUED
SA251110348,7721 Houston St,REMODEL,329451,2025-09-28,ISSUED
SA251110349,2949 Broadway,NEW CONSTRUCTION,218310,2025-10-12,ISSUED
SA251110350,2486 Houston St,ADDITION,133194,2025-09-14,ISSUED
SA251110351,7167 Houston St,NEW CONSTRUCTION,278587,2025-09-24,ISSUED
SA251110352,208 Houston St,ADDITION,277486,2025-10-05,ISSUED
